station,valid,lon,lat,elevation,tmpf,relh,feel,drct,sped,p01m,p01i,gust_mph,skyc1,skyc2,skyc3,skyl1,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,snowdepth
NYC,2025-06-18 13:51,-73.9693,40.7790,27.00,70.00,90.22,70.00,0.00,0.00,0.00,0.00,null,OVC,null,null,800.00,null,null,null,null
NYC,2025-06-18 13:59,-73.9693,40.7790,27.00,70.00,87.16,70.00,0.00,0.00,0.00,0.00,null,OVC,null,null,1000.00,null,null,null,null
NYC,2025-06-18 14:39,-73.9693,40.7790,27.00,72.00,84.30,72.00,0.00,0.00,0.00,0.00,null,FEW,OVC,null,1100.00,null,null,null,null
NYC,2025-06-18 14:51,-73.9693,40.7790,27.00,72.00,84.30,72.00,0.00,0.00,0.00,0.00,null,SCT,OVC,null,1100.00,null,null,null,null
NYC,2025-06-18 15:06,-73.9693,40.7790,27.00,72.00,84.30,72.00,140.00,3.45,0.00,0.00,null,BKN,OVC,null,1200.00,null,null,null,null
NYC,2025-06-18 15:19,-73.9693,40.7790,27.00,72.00,81.44,72.00,0.00,0.00,0.00,0.00,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-06-18 15:35,-73.9693,40.7790,27.00,73.00,81.51,73.00,0.00,0.00,0.00,0.00,null,OVC,null,null,1300.00,null,null,null,null
NYC,2025-06-18 15:51,-73.9693,40.7790,27.00,74.00,78.82,74.00,190.00,3.45,0.00,0.00,null,OVC,null,null,1500.00,null,null,null,null
NYC,2025-06-18 16:24,-73.9693,40.7790,27.00,76.00,73.73,76.00,30.00,3.45,0.00,0.00,null,OVC,null,null,1400.00,null,null,null,null
NYC,2025-06-18 16:46,-73.9693,40.7790,27.00,75.20,73.66,75.20,0.00,0.00,0.00,0.00,null,BKN,null,null,1600.00,null,null,null,null
NYC,2025-06-18 16:51,-73.9693,40.7790,27.00,76.00,73.73,76.00,0.00,0.00,0.00,0.00,null,BKN,null,null,1600.00,null,null,null,null
NYC,2025-06-18 17:47,-73.9693,40.7790,27.00,78.80,65.39,78.80,0.00,0.00,0.00,0.00,null,FEW,null,null,2000.00,null,null,null,null
NYC,2025-06-18 17:51,-73.9693,40.7790,27.00,80.00,66.90,82.58,0.00,0.00,0.00,0.00,null,FEW,null,null,2000.00,null,null,null,null
NYC,2025-06-18 18:51,-73.9693,40.7790,27.00,81.00,67.01,84.13,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-18 19:51,-73.9693,40.7790,27.00,82.00,67.13,85.82,250.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-18 20:51,-73.9693,40.7790,27.00,83.00,62.81,86.57,null,3.45,0.00,0.00,null,FEW,null,null,3300.00,null,null,null,null
NYC,2025-06-18 21:51,-73.9693,40.7790,27.00,81.00,69.34,84.52,null,4.60,0.00,0.00,null,BKN,null,null,3700.00,null,null,null,null
NYC,2025-06-18 22:51,-73.9693,40.7790,27.00,79.00,71.54,79.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-18 23:51,-73.9693,40.7790,27.00,76.00,76.32,76.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 00:51,-73.9693,40.7790,27.00,74.00,81.58,74.00,null,3.45,0.00,0.00,null,SCT,BKN,BKN,3800.00,null,null,null,null
NYC,2025-06-19 01:51,-73.9693,40.7790,27.00,74.00,81.58,74.00,0.00,0.00,0.00,0.00,null,FEW,SCT,OVC,3700.00,null,null,null,null
NYC,2025-06-19 02:51,-73.9693,40.7790,27.00,73.00,84.37,73.00,0.00,0.00,0.00,0.00,null,FEW,FEW,null,3200.00,null,null,null,null
NYC,2025-06-19 03:51,-73.9693,40.7790,27.00,73.00,84.37,73.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 04:51,-73.9693,40.7790,27.00,73.00,84.37,73.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 05:51,-73.9693,40.7790,27.00,72.00,87.26,72.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 06:51,-73.9693,40.7790,27.00,72.00,87.26,72.00,0.00,0.00,0.00,0.00,null,SCT,null,null,1100.00,null,null,null,null
NYC,2025-06-19 07:13,-73.9693,40.7790,27.00,73.00,87.31,73.00,null,4.60,0.00,0.00,null,SCT,BKN,null,900.00,null,null,null,null
NYC,2025-06-19 07:30,-73.9693,40.7790,27.00,73.00,90.34,73.00,250.00,3.45,0.00,0.00,null,SCT,SCT,BKN,800.00,null,null,null,null
NYC,2025-06-19 07:51,-73.9693,40.7790,27.00,73.00,90.34,73.00,null,3.45,0.00,0.00,null,SCT,BKN,null,800.00,null,null,null,null
NYC,2025-06-19 08:51,-73.9693,40.7790,27.00,73.00,93.47,73.00,250.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 09:51,-73.9693,40.7790,27.00,73.00,90.34,73.00,250.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 10:51,-73.9693,40.7790,27.00,75.00,81.65,75.00,230.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 11:51,-73.9693,40.7790,27.00,77.00,76.41,77.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 12:51,-73.9693,40.7790,27.00,78.00,76.49,78.00,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 13:51,-73.9693,40.7790,27.00,81.00,69.34,84.52,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 14:51,-73.9693,40.7790,27.00,84.00,65.11,88.96,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 15:51,-73.9693,40.7790,27.00,86.00,63.19,92.28,220.00,4.60,0.00,0.00,null,SCT,null,null,4300.00,null,null,null,null
NYC,2025-06-19 16:51,-73.9693,40.7790,27.00,87.00,61.21,93.56,null,6.90,0.00,0.00,null,FEW,null,null,6000.00,null,null,null,null
NYC,2025-06-19 17:31,-73.9693,40.7790,27.00,80.00,74.12,83.46,null,6.90,T,T,null,SCT,BKN,BKN,4300.00,null,null,null,null
NYC,2025-06-19 17:39,-73.9693,40.7790,27.00,77.00,87.51,77.00,210.00,8.05,2.29,0.09,null,BKN,BKN,OVC,2500.00,null,null,null,null
NYC,2025-06-19 17:46,-73.9693,40.7790,27.00,77.00,88.70,77.00,null,null,2.54,0.10,null,SCT,BKN,BKN,2300.00,null,null,null,null
NYC,2025-06-19 17:48,-73.9693,40.7790,27.00,77.00,88.70,77.00,null,3.45,2.54,0.10,null,SCT,BKN,BKN,2100.00,null,null,null,null
NYC,2025-06-19 17:51,-73.9693,40.7790,27.00,78.00,90.54,78.00,0.00,0.00,2.54,0.10,null,SCT,SCT,BKN,2100.00,null,null,null,null
NYC,2025-06-19 18:51,-73.9693,40.7790,27.00,83.00,71.94,88.92,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 19:43,-73.9693,40.7790,27.00,81.00,74.21,85.36,310.00,6.90,T,T,null,FEW,SCT,BKN,2600.00,null,null,null,null
NYC,2025-06-19 19:45,-73.9693,40.7790,27.00,80.60,74.17,84.58,310.00,10.35,0.51,0.02,19.55,FEW,SCT,BKN,2100.00,null,null,null,null
NYC,2025-06-19 19:51,-73.9693,40.7790,27.00,77.00,84.61,77.00,null,4.60,4.06,0.16,19.55,FEW,SCT,OVC,2100.00,null,null,null,null
NYC,2025-06-19 19:55,-73.9693,40.7790,27.00,76.00,87.46,76.00,null,5.75,T,T,null,FEW,BKN,OVC,2100.00,null,null,null,null
NYC,2025-06-19 20:01,-73.9693,40.7790,27.00,77.00,90.50,77.00,60.00,4.60,T,T,null,FEW,SCT,BKN,2100.00,null,null,null,null
NYC,2025-06-19 20:26,-73.9693,40.7790,27.00,77.00,90.50,77.00,0.00,0.00,T,T,null,BKN,BKN,null,5000.00,null,null,null,null
NYC,2025-06-19 20:33,-73.9693,40.7790,27.00,76.00,93.55,76.00,null,5.75,1.27,0.05,null,SCT,BKN,BKN,3300.00,null,null,null,null
NYC,2025-06-19 20:44,-73.9693,40.7790,27.00,76.00,90.46,76.00,null,3.45,4.83,0.19,null,SCT,BKN,OVC,2800.00,null,null,null,null
NYC,2025-06-19 20:47,-73.9693,40.7790,27.00,75.20,94.16,75.20,null,null,5.08,0.20,null,SCT,OVC,null,2800.00,null,null,null,null
NYC,2025-06-19 20:51,-73.9693,40.7790,27.00,74.00,90.38,74.00,null,5.75,5.08,0.20,null,BKN,OVC,null,3000.00,null,null,null,null
NYC,2025-06-19 20:58,-73.9693,40.7790,27.00,74.00,90.38,74.00,null,4.60,2.54,0.10,null,FEW,BKN,OVC,2800.00,null,null,null,null
NYC,2025-06-19 21:07,-73.9693,40.7790,27.00,73.00,93.47,73.00,110.00,3.45,3.81,0.15,null,SCT,BKN,BKN,3200.00,null,null,null,null
NYC,2025-06-19 21:14,-73.9693,40.7790,27.00,75.00,90.42,75.00,0.00,0.00,3.81,0.15,null,FEW,SCT,BKN,2800.00,null,null,null,null
NYC,2025-06-19 21:51,-73.9693,40.7790,27.00,77.00,90.50,77.00,50.00,3.45,3.81,0.15,null,FEW,FEW,null,8000.00,null,null,null,null
NYC,2025-06-19 22:51,-73.9693,40.7790,27.00,76.00,87.46,76.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-19 23:51,-73.9693,40.7790,27.00,73.00,87.31,73.00,null,null,0.51,0.02,null,SCT,BKN,null,9000.00,null,null,null,null
NYC,2025-06-20 00:51,-73.9693,40.7790,27.00,72.00,90.30,72.00,null,6.90,0.51,0.02,16.10,FEW,null,null,12000.00,null,null,null,null
NYC,2025-06-20 01:51,-73.9693,40.7790,27.00,70.00,93.38,70.00,220.00,5.75,T,T,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 02:51,-73.9693,40.7790,27.00,70.00,90.22,70.00,230.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 03:51,-73.9693,40.7790,27.00,71.00,87.21,71.00,null,5.75,0.00,0.00,null,SCT,null,null,6000.00,null,null,null,null
NYC,2025-06-20 04:51,-73.9693,40.7790,27.00,70.00,87.16,70.00,null,5.75,0.00,0.00,24.15,FEW,null,null,1500.00,null,null,null,null
NYC,2025-06-20 05:51,-73.9693,40.7790,27.00,71.00,84.24,71.00,230.00,9.20,0.00,0.00,null,SCT,null,null,1400.00,null,null,null,null
NYC,2025-06-20 06:32,-73.9693,40.7790,27.00,71.00,84.24,71.00,null,4.60,0.00,0.00,null,FEW,BKN,BKN,1600.00,null,null,null,null
NYC,2025-06-20 06:51,-73.9693,40.7790,27.00,70.00,81.29,70.00,290.00,12.65,0.00,0.00,21.85,FEW,BKN,OVC,1800.00,null,null,null,null
NYC,2025-06-20 07:51,-73.9693,40.7790,27.00,69.00,65.60,69.00,null,6.90,0.00,0.00,19.55,FEW,FEW,null,6000.00,null,null,null,null
NYC,2025-06-20 08:51,-73.9693,40.7790,27.00,68.00,63.15,68.00,270.00,9.20,0.00,0.00,21.85,FEW,null,null,4000.00,null,null,null,null
NYC,2025-06-20 09:51,-73.9693,40.7790,27.00,67.00,65.36,67.00,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 10:51,-73.9693,40.7790,27.00,68.00,58.70,68.00,280.00,11.50,0.00,0.00,25.30,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 11:51,-73.9693,40.7790,27.00,69.00,54.67,69.00,280.00,8.05,0.00,0.00,21.85,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 12:51,-73.9693,40.7790,27.00,71.00,52.98,71.00,280.00,10.35,0.00,0.00,21.85,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 13:51,-73.9693,40.7790,27.00,72.00,55.10,72.00,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 14:51,-73.9693,40.7790,27.00,75.00,49.82,75.00,290.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 15:51,-73.9693,40.7790,27.00,77.00,44.95,77.00,270.00,10.35,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 16:51,-73.9693,40.7790,27.00,78.00,43.49,78.00,null,null,0.00,0.00,null,SCT,null,null,6000.00,null,null,null,null
NYC,2025-06-20 17:51,-73.9693,40.7790,27.00,80.00,42.25,80.11,null,null,0.00,0.00,null,FEW,null,null,6500.00,null,null,null,null
NYC,2025-06-20 18:51,-73.9693,40.7790,27.00,81.00,40.89,80.74,280.00,9.20,0.00,0.00,17.25,SCT,null,null,7000.00,null,null,null,null
NYC,2025-06-20 19:51,-73.9693,40.7790,27.00,81.00,43.96,81.05,null,5.75,0.00,0.00,20.70,FEW,BKN,null,7000.00,null,null,null,null
NYC,2025-06-20 20:51,-73.9693,40.7790,27.00,81.00,43.96,81.05,230.00,13.80,0.00,0.00,23.00,FEW,FEW,null,6000.00,null,null,null,null
NYC,2025-06-20 21:51,-73.9693,40.7790,27.00,80.00,45.42,80.39,null,5.75,0.00,0.00,null,FEW,null,null,6000.00,null,null,null,null
NYC,2025-06-20 22:51,-73.9693,40.7790,27.00,79.00,50.42,79.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-20 23:51,-73.9693,40.7790,27.00,80.00,43.81,80.25,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 00:51,-73.9693,40.7790,27.00,79.00,46.93,79.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 01:51,-73.9693,40.7790,27.00,78.00,50.27,78.00,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 02:51,-73.9693,40.7790,27.00,77.00,50.12,77.00,230.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 03:51,-73.9693,40.7790,27.00,77.00,51.96,77.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 04:51,-73.9693,40.7790,27.00,76.00,53.71,76.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 05:51,-73.9693,40.7790,27.00,74.00,57.42,74.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 06:51,-73.9693,40.7790,27.00,74.00,55.39,74.00,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 07:51,-73.9693,40.7790,27.00,74.00,55.39,74.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 08:51,-73.9693,40.7790,27.00,72.00,59.24,72.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 09:51,-73.9693,40.7790,27.00,72.00,59.24,72.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 10:51,-73.9693,40.7790,27.00,73.00,61.54,73.00,0.00,0.00,0.00,0.00,null,SCT,null,null,12000.00,null,null,null,null
NYC,2025-06-21 11:51,-73.9693,40.7790,27.00,75.00,57.55,75.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 12:51,-73.9693,40.7790,27.00,76.00,53.71,76.00,0.00,0.00,0.00,0.00,null,FEW,null,null,11000.00,null,null,null,null
NYC,2025-06-21 13:51,-73.9693,40.7790,27.00,78.00,52.11,78.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 14:51,-73.9693,40.7790,27.00,81.00,45.57,81.23,80.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 15:51,-73.9693,40.7790,27.00,83.00,44.27,82.95,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 16:51,-73.9693,40.7790,27.00,84.00,44.43,84.04,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 17:51,-73.9693,40.7790,27.00,85.00,41.52,84.61,220.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 18:51,-73.9693,40.7790,27.00,84.00,49.40,85.00,null,3.45,0.00,0.00,null,FEW,null,null,6500.00,null,null,null,null
NYC,2025-06-21 19:51,-73.9693,40.7790,27.00,86.00,47.99,87.34,0.00,0.00,0.00,0.00,null,FEW,null,null,7000.00,null,null,null,null
NYC,2025-06-21 20:51,-73.9693,40.7790,27.00,82.00,50.87,82.90,null,4.60,0.00,0.00,null,BKN,null,null,6500.00,null,null,null,null
NYC,2025-06-21 21:51,-73.9693,40.7790,27.00,81.00,52.55,82.05,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-21 22:51,-73.9693,40.7790,27.00,81.00,50.72,81.82,0.00,0.00,0.00,0.00,null,BKN,null,null,11000.00,null,null,null,null
NYC,2025-06-21 23:51,-73.9693,40.7790,27.00,81.00,52.55,82.05,160.00,3.45,0.00,0.00,null,SCT,null,null,8500.00,null,null,null,null
NYC,2025-06-22 00:51,-73.9693,40.7790,27.00,80.00,56.23,81.42,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 01:51,-73.9693,40.7790,27.00,80.00,58.24,81.62,210.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 02:51,-73.9693,40.7790,27.00,80.00,56.23,81.42,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 03:51,-73.9693,40.7790,27.00,81.00,52.55,82.05,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 04:51,-73.9693,40.7790,27.00,81.00,50.72,81.82,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 05:51,-73.9693,40.7790,27.00,79.00,56.09,79.00,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 06:51,-73.9693,40.7790,27.00,79.00,58.10,79.00,230.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 07:51,-73.9693,40.7790,27.00,77.00,64.27,77.00,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 08:51,-73.9693,40.7790,27.00,77.00,66.55,77.00,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 09:51,-73.9693,40.7790,27.00,76.00,68.79,76.00,230.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 10:51,-73.9693,40.7790,27.00,76.00,71.23,76.00,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 11:51,-73.9693,40.7790,27.00,75.00,73.64,75.00,null,4.60,0.00,0.00,null,FEW,null,null,9000.00,null,null,null,null
NYC,2025-06-22 12:51,-73.9693,40.7790,27.00,73.00,84.37,73.00,230.00,3.45,0.25,0.01,null,FEW,SCT,null,9000.00,null,null,null,null
NYC,2025-06-22 13:51,-73.9693,40.7790,27.00,72.00,90.30,72.00,220.00,8.05,0.76,0.03,null,FEW,SCT,BKN,4800.00,null,null,null,null
NYC,2025-06-22 14:12,-73.9693,40.7790,27.00,72.00,90.30,72.00,230.00,8.05,0.76,0.03,null,FEW,SCT,BKN,5500.00,null,null,null,null
NYC,2025-06-22 14:23,-73.9693,40.7790,27.00,71.00,93.41,71.00,220.00,8.05,1.02,0.04,17.25,BKN,BKN,null,10000.00,null,null,null,null
NYC,2025-06-22 14:51,-73.9693,40.7790,27.00,71.00,93.41,71.00,null,5.75,1.52,0.06,21.85,FEW,SCT,null,7500.00,null,null,null,null
NYC,2025-06-22 15:51,-73.9693,40.7790,27.00,73.00,87.31,73.00,null,null,T,T,null,FEW,null,null,12000.00,null,null,null,null
NYC,2025-06-22 16:51,-73.9693,40.7790,27.00,78.00,71.43,78.00,null,5.75,0.00,0.00,19.55,FEW,null,null,12000.00,null,null,null,null
NYC,2025-06-22 17:51,-73.9693,40.7790,27.00,80.00,69.23,82.86,null,5.75,0.00,0.00,null,FEW,null,null,11000.00,null,null,null,null
NYC,2025-06-22 18:51,-73.9693,40.7790,27.00,81.00,74.21,85.36,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 19:51,-73.9693,40.7790,27.00,84.00,65.11,88.96,270.00,10.35,0.00,0.00,21.85,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 20:51,-73.9693,40.7790,27.00,87.00,57.19,91.95,290.00,10.35,0.00,0.00,27.60,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 21:51,-73.9693,40.7790,27.00,87.00,57.19,91.95,null,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 22:51,-73.9693,40.7790,27.00,85.00,65.23,90.97,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-22 23:51,-73.9693,40.7790,27.00,86.00,63.19,92.28,260.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 00:51,-73.9693,40.7790,27.00,85.00,65.23,90.97,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 01:51,-73.9693,40.7790,27.00,85.00,67.47,91.77,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 02:51,-73.9693,40.7790,27.00,84.00,69.67,90.37,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 03:51,-73.9693,40.7790,27.00,84.00,69.67,90.37,220.00,3.45,0.00,0.00,null,BKN,BKN,null,6500.00,null,null,null,null
NYC,2025-06-23 04:51,-73.9693,40.7790,27.00,85.00,67.47,91.77,0.00,0.00,0.00,0.00,null,BKN,BKN,null,6500.00,null,null,null,null
NYC,2025-06-23 05:51,-73.9693,40.7790,27.00,84.00,69.67,90.37,0.00,0.00,0.00,0.00,null,FEW,SCT,SCT,4100.00,null,null,null,null
NYC,2025-06-23 06:51,-73.9693,40.7790,27.00,84.00,69.67,90.37,0.00,0.00,0.00,0.00,null,BKN,null,null,6000.00,null,null,null,null
NYC,2025-06-23 07:51,-73.9693,40.7790,27.00,81.00,76.76,85.82,50.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 08:51,-73.9693,40.7790,27.00,82.00,76.84,88.01,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 09:51,-73.9693,40.7790,27.00,81.00,79.38,86.31,280.00,3.45,0.00,0.00,null,OVC,null,null,8000.00,null,null,null,null
NYC,2025-06-23 10:51,-73.9693,40.7790,27.00,82.00,76.84,88.01,0.00,0.00,0.00,0.00,null,FEW,null,null,8500.00,null,null,null,null
NYC,2025-06-23 11:51,-73.9693,40.7790,27.00,84.00,74.49,91.98,60.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 12:51,-73.9693,40.7790,27.00,86.00,69.88,95.02,60.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 13:51,-73.9693,40.7790,27.00,88.00,61.34,95.77,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 14:51,-73.9693,40.7790,27.00,91.00,53.98,98.60,60.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 15:51,-73.9693,40.7790,27.00,92.00,54.12,100.91,230.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 16:51,-73.9693,40.7790,27.00,93.00,50.73,101.11,null,4.60,0.00,0.00,null,FEW,null,null,5000.00,null,null,null,null
NYC,2025-06-23 17:51,-73.9693,40.7790,27.00,95.00,49.34,104.75,0.00,0.00,0.00,0.00,null,SCT,null,null,5500.00,null,null,null,null
NYC,2025-06-23 18:51,-73.9693,40.7790,27.00,94.00,54.40,105.90,130.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 19:51,-73.9693,40.7790,27.00,90.00,59.57,99.43,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 20:51,-73.9693,40.7790,27.00,90.00,59.57,99.43,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 21:51,-73.9693,40.7790,27.00,89.00,61.46,98.11,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 22:51,-73.9693,40.7790,27.00,87.00,63.31,94.46,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-23 23:51,-73.9693,40.7790,27.00,85.00,67.47,91.77,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 00:51,-73.9693,40.7790,27.00,86.00,67.58,94.04,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 01:51,-73.9693,40.7790,27.00,86.00,67.58,94.04,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 02:51,-73.9693,40.7790,27.00,86.00,69.88,95.02,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 03:51,-73.9693,40.7790,27.00,86.00,67.58,94.04,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 04:51,-73.9693,40.7790,27.00,86.00,65.35,93.13,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 05:51,-73.9693,40.7790,27.00,86.00,65.35,93.13,280.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 06:51,-73.9693,40.7790,27.00,85.00,67.47,91.77,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 07:51,-73.9693,40.7790,27.00,84.00,69.67,90.37,290.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 08:51,-73.9693,40.7790,27.00,82.00,71.84,86.84,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 09:51,-73.9693,40.7790,27.00,83.00,65.00,87.09,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 10:51,-73.9693,40.7790,27.00,83.00,65.00,87.09,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 11:51,-73.9693,40.7790,27.00,85.00,58.91,88.91,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 12:51,-73.9693,40.7790,27.00,88.00,53.55,92.39,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 13:51,-73.9693,40.7790,27.00,89.00,48.45,92.15,null,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 14:51,-73.9693,40.7790,27.00,91.00,47.10,95.13,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2025-06-24 15:51,-73.9693,40.7790,27.00,94.00,44.42,99.51,280.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
