station,valid,lon,lat,elevation,tmpf,relh,feel,drct,sped,p01m,p01i,gust_mph,skyc1,skyc2,skyc3,skyl1,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,snowdepth
NYC,2024-01-18 15:51,-73.9693,40.7790,27.00,28.00,38.61,null,null,null,0.00,0.00,null,OVC,null,null,5500.00,null,null,null,null
NYC,2024-01-18 16:51,-73.9693,40.7790,27.00,28.00,52.84,21.64,null,5.75,T,T,null,BKN,OVC,null,3300.00,null,null,null,null
NYC,2024-01-18 17:03,-73.9693,40.7790,27.00,27.00,60.10,17.30,290.00,10.35,T,T,23.00,BKN,OVC,null,3000.00,null,null,null,null
NYC,2024-01-18 17:11,-73.9693,40.7790,27.00,27.00,62.78,18.68,260.00,8.05,T,T,19.55,BKN,OVC,null,2800.00,null,null,null,null
NYC,2024-01-18 17:22,-73.9693,40.7790,27.00,27.00,65.56,18.68,270.00,8.05,T,T,null,BKN,OVC,null,2900.00,null,null,null,null
NYC,2024-01-18 17:30,-73.9693,40.7790,27.00,28.00,65.69,null,null,null,T,T,null,BKN,BKN,OVC,3400.00,null,null,null,null
NYC,2024-01-18 17:51,-73.9693,40.7790,27.00,28.00,57.68,24.12,null,3.45,T,T,null,FEW,SCT,OVC,4500.00,null,null,null,null
NYC,2024-01-18 18:51,-73.9693,40.7790,27.00,31.00,44.73,null,null,null,0.00,0.00,null,FEW,null,null,12000.00,null,null,null,null
NYC,2024-01-18 19:51,-73.9693,40.7790,27.00,32.00,37.58,28.69,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-18 20:51,-73.9693,40.7790,27.00,32.00,49.02,28.69,null,3.45,0.00,0.00,null,SCT,null,null,9000.00,null,null,null,null
NYC,2024-01-18 21:51,-73.9693,40.7790,27.00,32.00,46.92,28.69,null,3.45,0.00,0.00,null,BKN,OVC,null,8500.00,null,null,null,null
NYC,2024-01-18 22:51,-73.9693,40.7790,27.00,32.00,49.02,null,null,null,0.00,0.00,null,BKN,OVC,null,6500.00,null,null,null,null
NYC,2024-01-18 23:51,-73.9693,40.7790,27.00,33.00,43.13,29.83,null,3.45,0.00,0.00,null,OVC,null,null,7000.00,null,null,null,null
NYC,2024-01-19 00:51,-73.9693,40.7790,27.00,32.00,44.90,null,null,null,0.00,0.00,null,BKN,OVC,null,7500.00,null,null,null,null
NYC,2024-01-19 01:51,-73.9693,40.7790,27.00,33.00,43.13,29.83,null,3.45,0.00,0.00,null,OVC,null,null,6000.00,null,null,null,null
NYC,2024-01-19 02:51,-73.9693,40.7790,27.00,33.00,39.48,29.83,240.00,3.45,0.00,0.00,null,OVC,null,null,7000.00,null,null,null,null
NYC,2024-01-19 03:51,-73.9693,40.7790,27.00,33.00,43.13,28.59,null,4.60,0.00,0.00,null,OVC,null,null,10000.00,null,null,null,null
NYC,2024-01-19 04:51,-73.9693,40.7790,27.00,32.00,46.92,28.69,null,3.45,0.00,0.00,null,BKN,null,null,9000.00,null,null,null,null
NYC,2024-01-19 05:51,-73.9693,40.7790,27.00,31.00,51.04,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-19 06:51,-73.9693,40.7790,27.00,31.00,51.04,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-19 07:51,-73.9693,40.7790,27.00,32.00,51.20,null,null,null,0.00,0.00,null,FEW,null,null,11000.00,null,null,null,null
NYC,2024-01-19 08:51,-73.9693,40.7790,27.00,32.00,49.02,28.69,null,3.45,0.00,0.00,null,OVC,null,null,9000.00,null,null,null,null
NYC,2024-01-19 09:51,-73.9693,40.7790,27.00,32.00,41.10,24.78,50.00,8.05,0.00,0.00,null,OVC,null,null,7500.00,null,null,null,null
NYC,2024-01-19 10:51,-73.9693,40.7790,27.00,31.00,44.73,26.25,50.00,4.60,0.00,0.00,null,OVC,null,null,7000.00,null,null,null,null
NYC,2024-01-19 11:51,-73.9693,40.7790,27.00,31.00,42.79,22.27,50.00,10.35,0.00,0.00,19.55,BKN,OVC,null,5500.00,null,null,null,null
NYC,2024-01-19 12:51,-73.9693,40.7790,27.00,30.00,57.98,21.03,60.00,10.35,0.00,0.00,31.05,OVC,null,null,4400.00,null,null,null,null
NYC,2024-01-19 13:51,-73.9693,40.7790,27.00,31.00,63.32,null,null,null,0.00,0.00,null,SCT,OVC,null,2500.00,null,null,null,null
NYC,2024-01-19 13:59,-73.9693,40.7790,27.00,31.00,66.07,23.56,80.00,8.05,0.00,0.00,21.85,BKN,OVC,null,2400.00,null,null,null,null
NYC,2024-01-19 14:34,-73.9693,40.7790,27.00,30.00,68.81,20.46,20.00,11.50,T,T,25.30,OVC,null,null,2300.00,null,null,null,null
NYC,2024-01-19 14:51,-73.9693,40.7790,27.00,30.00,71.78,22.34,20.00,8.05,T,T,28.75,OVC,null,null,2400.00,null,null,null,null
NYC,2024-01-19 15:09,-73.9693,40.7790,27.00,30.00,71.78,19.01,50.00,14.95,T,T,28.75,BKN,BKN,OVC,2300.00,null,null,null,null
NYC,2024-01-19 15:17,-73.9693,40.7790,27.00,30.00,68.81,19.46,60.00,13.80,T,T,33.35,OVC,null,null,2300.00,null,null,null,null
NYC,2024-01-19 15:40,-73.9693,40.7790,27.00,30.00,71.78,null,null,null,0.25,0.01,null,OVC,null,null,2000.00,null,null,null,null
NYC,2024-01-19 15:49,-73.9693,40.7790,27.00,30.20,68.83,25.32,null,4.60,0.25,0.01,29.90,SCT,OVC,null,1700.00,null,null,null,null
NYC,2024-01-19 15:51,-73.9693,40.7790,27.00,30.00,71.78,21.03,50.00,10.35,0.25,0.01,29.90,SCT,OVC,null,1700.00,null,null,null,null
NYC,2024-01-19 16:04,-73.9693,40.7790,27.00,30.00,71.78,null,null,null,T,T,null,SCT,OVC,null,1700.00,null,null,null,null
NYC,2024-01-19 16:17,-73.9693,40.7790,27.00,30.00,71.78,null,null,null,T,T,null,BKN,OVC,null,1700.00,null,null,null,null
NYC,2024-01-19 16:26,-73.9693,40.7790,27.00,30.00,71.78,23.12,40.00,6.90,T,T,31.05,BKN,OVC,null,1700.00,null,null,null,null
NYC,2024-01-19 16:38,-73.9693,40.7790,27.00,30.00,74.87,null,null,null,T,T,null,OVC,null,null,1700.00,null,null,null,null
NYC,2024-01-19 16:51,-73.9693,40.7790,27.00,30.00,74.87,22.34,40.00,8.05,T,T,null,OVC,null,null,1600.00,null,null,null,null
NYC,2024-01-19 17:25,-73.9693,40.7790,27.00,30.00,74.87,19.46,50.00,13.80,0.25,0.01,31.05,OVC,null,null,1500.00,null,null,null,null
NYC,2024-01-19 17:41,-73.9693,40.7790,27.00,30.00,74.87,null,null,null,0.25,0.01,null,OVC,null,null,1500.00,null,null,null,null
NYC,2024-01-19 17:51,-73.9693,40.7790,27.00,30.00,74.87,null,null,null,0.25,0.01,null,BKN,OVC,null,1500.00,null,null,null,null
NYC,2024-01-19 18:04,-73.9693,40.7790,27.00,30.00,74.87,21.65,20.00,9.20,T,T,31.05,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 18:14,-73.9693,40.7790,27.00,29.00,77.98,null,null,null,T,T,null,BKN,OVC,null,1200.00,null,null,null,null
NYC,2024-01-19 18:51,-73.9693,40.7790,27.00,29.00,77.98,19.78,30.00,10.35,0.25,0.01,34.50,BKN,OVC,null,1200.00,null,null,null,null
NYC,2024-01-19 19:05,-73.9693,40.7790,27.00,29.00,77.98,null,null,null,T,T,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 19:11,-73.9693,40.7790,27.00,29.00,74.77,null,null,null,T,T,null,BKN,OVC,null,1600.00,null,null,null,null
NYC,2024-01-19 19:33,-73.9693,40.7790,27.00,29.00,77.98,22.83,null,5.75,0.25,0.01,28.75,SCT,BKN,OVC,1400.00,null,null,null,null
NYC,2024-01-19 19:51,-73.9693,40.7790,27.00,29.00,77.98,null,null,null,0.25,0.01,null,SCT,BKN,OVC,1300.00,null,null,null,null
NYC,2024-01-19 20:03,-73.9693,40.7790,27.00,29.00,74.77,21.12,40.00,8.05,T,T,32.20,BKN,BKN,OVC,1700.00,null,null,null,null
NYC,2024-01-19 20:19,-73.9693,40.7790,27.00,29.00,71.67,15.80,20.00,20.70,T,T,33.35,FEW,BKN,OVC,1700.00,null,null,null,null
NYC,2024-01-19 20:40,-73.9693,40.7790,27.00,29.00,74.77,23.92,null,4.60,T,T,34.50,BKN,OVC,null,1800.00,null,null,null,null
NYC,2024-01-19 20:51,-73.9693,40.7790,27.00,29.00,77.98,null,null,null,T,T,null,BKN,null,null,1600.00,null,null,null,null
NYC,2024-01-19 20:59,-73.9693,40.7790,27.00,29.00,77.98,null,null,null,T,T,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 21:08,-73.9693,40.7790,27.00,29.00,77.98,25.26,null,3.45,T,T,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 21:17,-73.9693,40.7790,27.00,29.00,77.98,21.12,360.00,8.05,T,T,29.90,BKN,BKN,OVC,1200.00,null,null,null,null
NYC,2024-01-19 21:25,-73.9693,40.7790,27.00,29.00,77.98,21.12,20.00,8.05,T,T,null,BKN,BKN,OVC,1400.00,null,null,null,null
NYC,2024-01-19 21:36,-73.9693,40.7790,27.00,29.00,74.77,22.83,340.00,5.75,T,T,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 21:51,-73.9693,40.7790,27.00,29.00,74.77,null,null,null,T,T,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 22:27,-73.9693,40.7790,27.00,28.00,77.89,24.12,null,3.45,0.00,0.00,null,SCT,OVC,null,1400.00,null,null,null,null
NYC,2024-01-19 22:51,-73.9693,40.7790,27.00,28.00,71.56,19.90,20.00,8.05,0.00,0.00,25.30,FEW,OVC,null,1500.00,null,null,null,null
NYC,2024-01-19 23:51,-73.9693,40.7790,27.00,27.00,65.56,22.97,null,3.45,0.00,0.00,null,FEW,FEW,null,9500.00,null,null,null,null
NYC,2024-01-20 00:51,-73.9693,40.7790,27.00,27.00,65.56,19.51,null,6.90,0.00,0.00,null,FEW,SCT,BKN,7500.00,null,null,null,null
NYC,2024-01-20 01:51,-73.9693,40.7790,27.00,26.00,71.33,18.30,300.00,6.90,0.00,0.00,null,BKN,null,null,12000.00,null,null,null,null
NYC,2024-01-20 02:51,-73.9693,40.7790,27.00,27.00,71.45,18.68,280.00,8.05,0.00,0.00,null,SCT,BKN,null,9000.00,null,null,null,null
NYC,2024-01-20 03:51,-73.9693,40.7790,27.00,27.00,65.56,18.68,260.00,8.05,0.00,0.00,null,FEW,null,null,11000.00,null,null,null,null
NYC,2024-01-20 04:51,-73.9693,40.7790,27.00,26.00,54.90,16.05,290.00,10.35,0.00,0.00,16.10,BKN,null,null,11000.00,null,null,null,null
NYC,2024-01-20 05:51,-73.9693,40.7790,27.00,25.00,45.75,13.09,300.00,13.80,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 06:51,-73.9693,40.7790,27.00,22.00,47.36,11.79,280.00,9.20,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 07:51,-73.9693,40.7790,27.00,21.00,49.41,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 08:51,-73.9693,40.7790,27.00,19.00,53.80,10.96,null,5.75,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 09:51,-73.9693,40.7790,27.00,19.00,53.80,10.96,null,5.75,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 10:51,-73.9693,40.7790,27.00,18.00,56.16,7.71,280.00,8.05,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 11:51,-73.9693,40.7790,27.00,18.00,56.16,12.68,null,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 12:51,-73.9693,40.7790,27.00,18.00,58.79,7.71,300.00,8.05,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 13:51,-73.9693,40.7790,27.00,19.00,53.80,7.35,290.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 14:51,-73.9693,40.7790,27.00,20.00,47.02,5.69,310.00,16.10,0.00,0.00,31.05,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 15:51,-73.9693,40.7790,27.00,22.00,43.20,11.08,310.00,10.35,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2024-01-20 16:51,-73.9693,40.7790,27.00,25.00,43.71,14.81,290.00,10.35,0.00,0.00,20.70,BKN,null,null,4200.00,null,null,null,null
NYC,2024-01-20 17:51,-73.9693,40.7790,27.00,24.00,41.59,15.03,290.00,8.05,0.00,0.00,19.55,BKN,null,null,4400.00,null,null,null,null
NYC,2024-01-20 18:51,-73.9693,40.7790,27.00,24.00,41.59,11.82,280.00,13.80,0.00,0.00,23.00,FEW,null,null,4600.00,null,null,null,null
NYC,2024-01-20 19:51,-73.9693,40.7790,27.00,24.00,41.59,12.94,280.00,11.50,0.00,0.00,23.00,OVC,null,null,4800.00,null,null,null,null
NYC,2024-01-20 20:51,-73.9693,40.7790,27.00,23.00,41.42,9.56,310.00,16.10,0.00,0.00,27.60,BKN,BKN,null,4600.00,null,null,null,null
NYC,2024-01-20 21:51,-73.9693,40.7790,27.00,22.00,45.24,10.43,300.00,11.50,0.00,0.00,31.05,OVC,null,null,4600.00,null,null,null,null
NYC,2024-01-20 22:51,-73.9693,40.7790,27.00,21.00,45.06,9.17,310.00,11.50,0.00,0.00,28.75,BKN,null,null,4500.00,null,null,null,null
NYC,2024-01-20 23:51,-73.9693,40.7790,27.00,21.00,47.19,6.98,320.00,16.10,0.00,0.00,29.90,SCT,BKN,null,5000.00,null,null,null,null
NYC,2024-01-21 00:51,-73.9693,40.7790,27.00,20.00,49.24,7.92,310.00,11.50,0.00,0.00,33.35,FEW,SCT,null,7000.00,null,null,null,null
NYC,2024-01-21 01:51,-73.9693,40.7790,27.00,20.00,49.24,8.59,300.00,10.35,0.00,0.00,25.30,FEW,OVC,null,4700.00,null,null,null,null
NYC,2024-01-21 02:51,-73.9693,40.7790,27.00,20.00,53.96,9.33,300.00,9.20,0.00,0.00,23.00,FEW,BKN,OVC,6000.00,null,null,null,null
NYC,2024-01-21 03:51,-73.9693,40.7790,27.00,20.00,56.47,6.73,310.00,13.80,0.00,0.00,28.75,FEW,BKN,null,9000.00,null,null,null,null
NYC,2024-01-21 04:51,-73.9693,40.7790,27.00,21.00,54.12,9.84,310.00,10.35,0.00,0.00,19.55,BKN,OVC,null,3700.00,null,null,null,null
NYC,2024-01-21 05:51,-73.9693,40.7790,27.00,21.00,59.23,9.17,300.00,11.50,0.00,0.00,20.70,BKN,null,null,12000.00,null,null,null,null
NYC,2024-01-21 06:51,-73.9693,40.7790,27.00,22.00,54.28,13.49,310.00,6.90,0.00,0.00,19.55,BKN,null,null,3400.00,null,null,null,null
NYC,2024-01-21 07:51,-73.9693,40.7790,27.00,22.00,54.28,null,null,null,0.00,0.00,null,OVC,null,null,3600.00,null,null,null,null
NYC,2024-01-21 08:51,-73.9693,40.7790,27.00,22.00,51.88,13.49,null,6.90,0.00,0.00,18.40,BKN,null,null,3800.00,null,null,null,null
NYC,2024-01-21 09:51,-73.9693,40.7790,27.00,22.00,49.57,9.83,300.00,12.65,0.00,0.00,21.85,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 10:51,-73.9693,40.7790,27.00,21.00,49.41,9.84,310.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 11:51,-73.9693,40.7790,27.00,20.00,49.24,8.59,320.00,10.35,0.00,0.00,24.15,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 12:51,-73.9693,40.7790,27.00,20.00,49.24,7.30,300.00,12.65,0.00,0.00,31.05,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 13:51,-73.9693,40.7790,27.00,21.00,47.19,10.56,320.00,9.20,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 14:51,-73.9693,40.7790,27.00,22.00,43.20,9.27,310.00,13.80,0.00,0.00,34.50,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 15:51,-73.9693,40.7790,27.00,24.00,41.59,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 16:51,-73.9693,40.7790,27.00,27.00,40.24,17.30,320.00,10.35,0.00,0.00,27.60,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 17:51,-73.9693,40.7790,27.00,28.00,38.61,21.64,null,5.75,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 18:51,-73.9693,40.7790,27.00,30.00,38.96,20.46,300.00,11.50,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 19:51,-73.9693,40.7790,27.00,31.00,37.41,22.88,290.00,9.20,0.00,0.00,18.40,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 20:51,-73.9693,40.7790,27.00,30.00,37.24,19.94,290.00,12.65,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 21:51,-73.9693,40.7790,27.00,29.00,40.58,21.12,300.00,8.05,0.00,0.00,16.10,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 22:51,-73.9693,40.7790,27.00,29.00,42.45,19.78,300.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-21 23:51,-73.9693,40.7790,27.00,28.00,42.28,18.54,300.00,10.35,0.00,0.00,20.70,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 00:51,-73.9693,40.7790,27.00,27.00,42.11,20.46,300.00,5.75,0.00,0.00,25.30,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 01:51,-73.9693,40.7790,27.00,27.00,42.11,17.95,310.00,9.20,0.00,0.00,23.00,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 02:51,-73.9693,40.7790,27.00,26.00,41.94,18.30,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 03:51,-73.9693,40.7790,27.00,25.00,47.86,16.25,310.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 04:51,-73.9693,40.7790,27.00,25.00,52.36,25.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 05:51,-73.9693,40.7790,27.00,25.00,52.36,25.00,0.00,0.00,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 06:51,-73.9693,40.7790,27.00,25.00,54.75,18.08,280.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 07:51,-73.9693,40.7790,27.00,26.00,52.52,18.30,290.00,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 08:51,-73.9693,40.7790,27.00,26.00,54.90,15.44,270.00,11.50,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 09:51,-73.9693,40.7790,27.00,25.00,57.23,19.25,290.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 10:51,-73.9693,40.7790,27.00,25.00,57.23,20.69,320.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 11:51,-73.9693,40.7790,27.00,25.00,57.23,16.25,280.00,8.05,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 12:51,-73.9693,40.7790,27.00,25.00,59.82,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 13:51,-73.9693,40.7790,27.00,27.00,55.06,19.51,null,6.90,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 14:51,-73.9693,40.7790,27.00,28.00,52.84,24.12,290.00,3.45,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 15:51,-73.9693,40.7790,27.00,30.00,48.69,25.08,270.00,4.60,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 16:51,-73.9693,40.7790,27.00,33.00,43.13,24.76,300.00,10.35,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 17:51,-73.9693,40.7790,27.00,34.00,41.44,null,null,null,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 18:51,-73.9693,40.7790,27.00,36.00,35.03,30.35,null,6.90,0.00,0.00,19.55,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 19:51,-73.9693,40.7790,27.00,37.00,32.20,30.87,260.00,8.05,0.00,0.00,17.25,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 20:51,-73.9693,40.7790,27.00,37.00,32.20,32.33,260.00,5.75,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-22 21:51,-73.9693,40.7790,27.00,36.00,35.03,null,null,null,0.00,0.00,null,FEW,null,null,12000.00,null,null,null,null
NYC,2024-01-22 22:51,-73.9693,40.7790,27.00,36.00,36.62,29.65,260.00,8.05,0.00,0.00,null,BKN,null,null,11000.00,null,null,null,null
NYC,2024-01-22 23:51,-73.9693,40.7790,27.00,36.00,38.27,29.04,320.00,9.20,0.00,0.00,null,CLR,null,null,null,null,null,null,null
NYC,2024-01-23 00:51,-73.9693,40.7790,27.00,35.00,43.47,27.81,230.00,9.20,0.00,0.00,16.10,CLR,null,null,null,null,null,null,null
NYC,2024-01-23 01:51,-73.9693,40.7790,27.00,35.00,47.41,27.24,230.00,10.35,0.00,0.00,17.25,SCT,null,null,9500.00,null,null,null,null
NYC,2024-01-23 02:51,-73.9693,40.7790,27.00,34.00,49.34,26.58,250.00,9.20,0.00,0.00,19.55,OVC,null,null,8500.00,null,null,null,null
NYC,2024-01-23 03:51,-73.9693,40.7790,27.00,34.00,47.25,25.48,240.00,11.50,0.00,0.00,20.70,OVC,null,null,8000.00,null,null,null,null
NYC,2024-01-23 04:51,-73.9693,40.7790,27.00,35.00,47.41,30.92,null,4.60,0.00,0.00,20.70,OVC,null,null,8000.00,null,null,null,null
NYC,2024-01-23 05:51,-73.9693,40.7790,27.00,35.00,47.41,28.44,230.00,8.05,0.00,0.00,null,OVC,null,null,9000.00,null,null,null,null
NYC,2024-01-23 06:51,-73.9693,40.7790,27.00,35.00,47.41,28.44,250.00,8.05,0.00,0.00,null,SCT,OVC,null,7000.00,null,null,null,null
NYC,2024-01-23 07:51,-73.9693,40.7790,27.00,34.00,51.52,29.76,null,4.60,0.00,0.00,null,OVC,null,null,4900.00,null,null,null,null
NYC,2024-01-23 08:51,-73.9693,40.7790,27.00,35.00,47.41,26.73,230.00,11.50,0.00,0.00,19.55,FEW,OVC,null,5500.00,null,null,null,null
NYC,2024-01-23 09:51,-73.9693,40.7790,27.00,36.00,45.57,null,null,null,0.00,0.00,null,OVC,null,null,7000.00,null,null,null,null
NYC,2024-01-23 10:51,-73.9693,40.7790,27.00,35.00,47.41,35.00,0.00,0.00,0.00,0.00,null,FEW,null,null,8000.00,null,null,null,null
NYC,2024-01-23 11:51,-73.9693,40.7790,27.00,35.00,47.41,29.96,null,5.75,0.00,0.00,null,SCT,null,null,7500.00,null,null,null,null
NYC,2024-01-23 12:51,-73.9693,40.7790,27.00,37.00,43.80,29.73,320.00,10.35,0.00,0.00,19.55,OVC,null,null,7500.00,null,null,null,null
NYC,2024-01-23 13:51,-73.9693,40.7790,27.00,39.00,38.78,36.69,null,3.45,0.00,0.00,null,BKN,BKN,null,7500.00,null,null,null,null
NYC,2024-01-23 14:51,-73.9693,40.7790,27.00,39.00,40.50,33.96,null,6.90,0.00,0.00,null,OVC,null,null,8000.00,null,null,null,null
NYC,2024-01-23 15:51,-73.9693,40.7790,27.00,38.00,54.39,32.76,null,6.90,T,T,null,OVC,null,null,5500.00,null,null,null,null
NYC,2024-01-23 16:51,-73.9693,40.7790,27.00,37.00,72.54,null,null,null,0.76,0.03,null,OVC,null,null,4600.00,null,null,null,null
NYC,2024-01-23 17:51,-73.9693,40.7790,27.00,37.00,72.54,33.26,290.00,4.60,0.25,0.01,null,BKN,OVC,null,4500.00,null,null,null,null
NYC,2024-01-23 18:51,-73.9693,40.7790,27.00,38.00,75.65,null,null,null,0.00,0.00,null,BKN,OVC,null,4800.00,null,null,null,null
NYC,2024-01-23 19:51,-73.9693,40.7790,27.00,39.00,72.75,null,null,null,0.00,0.00,null,OVC,null,null,4000.00,null,null,null,null
NYC,2024-01-23 20:51,-73.9693,40.7790,27.00,39.00,72.75,34.71,null,5.75,0.00,0.00,null,FEW,OVC,null,1700.00,null,null,null,null
NYC,2024-01-23 21:51,-73.9693,40.7790,27.00,39.00,72.75,35.59,null,4.60,0.00,0.00,null,OVC,null,null,4300.00,null,null,null,null
NYC,2024-01-23 22:51,-73.9693,40.7790,27.00,39.00,72.75,36.69,20.00,3.45,0.00,0.00,null,SCT,null,null,4600.00,null,null,null,null
NYC,2024-01-23 23:51,-73.9693,40.7790,27.00,39.00,69.85,39.00,0.00,0.00,0.00,0.00,null,OVC,null,null,4800.00,null,null,null,null
NYC,2024-01-24 00:51,-73.9693,40.7790,27.00,39.00,72.75,39.00,0.00,0.00,0.00,0.00,null,SCT,OVC,null,4800.00,null,null,null,null
NYC,2024-01-24 01:51,-73.9693,40.7790,27.00,40.00,64.50,37.83,100.00,3.45,0.00,0.00,null,BKN,OVC,null,5500.00,null,null,null,null
NYC,2024-01-24 02:51,-73.9693,40.7790,27.00,40.00,64.50,37.83,130.00,3.45,0.00,0.00,null,SCT,BKN,OVC,5500.00,null,null,null,null
NYC,2024-01-24 03:51,-73.9693,40.7790,27.00,40.00,67.18,36.76,60.00,4.60,0.00,0.00,null,BKN,OVC,null,7000.00,null,null,null,null
NYC,2024-01-24 04:51,-73.9693,40.7790,27.00,39.00,72.75,35.59,80.00,4.60,0.25,0.01,null,OVC,null,null,11000.00,null,null,null,null
NYC,2024-01-24 05:51,-73.9693,40.7790,27.00,39.00,67.06,35.59,null,4.60,0.00,0.00,null,OVC,null,null,5500.00,null,null,null,null
NYC,2024-01-24 06:51,-73.9693,40.7790,27.00,39.00,67.06,35.59,80.00,4.60,0.00,0.00,null,OVC,null,null,5000.00,null,null,null,null
NYC,2024-01-24 07:51,-73.9693,40.7790,27.00,39.00,69.85,34.71,null,5.75,0.00,0.00,null,OVC,null,null,4800.00,null,null,null,null
NYC,2024-01-24 08:51,-73.9693,40.7790,27.00,38.00,75.65,34.43,null,4.60,T,T,null,OVC,null,null,4800.00,null,null,null,null
NYC,2024-01-24 09:36,-73.9693,40.7790,27.00,38.00,78.77,33.52,90.00,5.75,0.25,0.01,null,BKN,OVC,null,1500.00,null,null,null,null
NYC,2024-01-24 09:51,-73.9693,40.7790,27.00,38.00,78.77,33.52,null,5.75,0.25,0.01,null,BKN,OVC,null,1500.00,null,null,null,null
NYC,2024-01-24 10:02,-73.9693,40.7790,27.00,38.00,78.77,31.50,90.00,9.20,0.00,0.00,null,BKN,OVC,null,1400.00,null,null,null,null
NYC,2024-01-24 10:51,-73.9693,40.7790,27.00,39.00,78.86,34.71,null,5.75,0.00,0.00,null,OVC,null,null,1300.00,null,null,null,null
NYC,2024-01-24 11:51,-73.9693,40.7790,27.00,40.00,82.15,null,null,null,0.00,0.00,null,BKN,OVC,null,1200.00,null,null,null,null
NYC,2024-01-24 12:13,-73.9693,40.7790,27.00,40.00,82.15,null,null,null,T,T,null,SCT,BKN,OVC,1200.00,null,null,null,null
